incident_number,external_reference,title,narrative,type_code,severity_code,status_code,source_code,weather_condition_code,primary_station_code,occurrence_at,reported_at,dispatch_at,arrival_at,resolved_at,location_lat,location_lng,location_wkt,location_geohash,address_line_1,address_line_2,city,region,postal_code,casualty_count,responder_injuries,estimated_damage_amount,is_active,metadata
INC-20250905-000037,EXT-59375,Commercial vehicle fire,Units dispatched to reported vehicle fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_VEHICLE,CRITICAL,RESOLVED,SECURITY,WIND,STA-016,2025-09-05T03:24:42.139696+00:00,2025-09-05T03:32:42.139696+00:00,2025-09-05T03:33:42.139696+00:00,2025-09-05T03:38:42.139696+00:00,2025-09-05T04:04:42.139696+00:00,47.6993586235509,-122.32850712179189,POINT(-122.328507 47.699359),c23p277h,5479 Mark Harbors,,Clarencebury,TX,41188,0,0,41506.6,False,"{""report_channel"":""sensor"",""triage_level"":""CRITICAL"",""dispatch_console"":""SWKZJ"",""primary_station"":""STA-016""}"
INC-20250913-000038,EXT-67243,Forest fire perimeter control,Units dispatched to reported wildland fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_WILDLAND,SEVERE,RESOLVED,BUSINESS_OWNER,RAIN,STA-013,2025-09-13T22:03:31.139696+00:00,2025-09-13T22:11:31.139696+00:00,2025-09-13T22:11:31.139696+00:00,2025-09-13T22:30:31.139696+00:00,2025-09-14T01:24:31.139696+00:00,47.487858440304706,-122.5255549457782,POINT(-122.525555 47.487858),c22y5ugs,266 Shane Rapid Suite 968,,Johnsonmouth,WY,54465,0,0,304543.76,False,"{""report_channel"":""call"",""triage_level"":""SEVERE"",""dispatch_console"":""WTVBYK"",""primary_station"":""STA-013""}"
INC-20250908-000039,EXT-10143,Power line fire hazard,Units dispatched to reported electrical fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_ELECTRICAL,LOW,RESOLVED,FIELD_REPORT,RAIN,STA-039,2025-09-08T05:54:45.139696+00:00,2025-09-08T05:56:45.139696+00:00,2025-09-08T06:02:45.139696+00:00,2025-09-08T06:16:45.139696+00:00,2025-09-08T08:37:45.139696+00:00,47.64161434213105,-122.2852783555328,POINT(-122.285278 47.641614),c23p12fs,5679 Michael Burg,,Lake Robert,DE,98236,0,0,0.0,False,"{""report_channel"":""call"",""triage_level"":""LOW"",""dispatch_console"":""FVYGW"",""primary_station"":""STA-039""}"
INC-20250731-000040,EXT-38757,Commercial building fire,Dispatch for reported structure fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_STRUCTURE,CRITICAL,RESOLVED,FIRE_ALARM,SNOW,STA-038,2025-07-31T03:17:45.139696+00:00,2025-07-31T03:21:45.139696+00:00,2025-07-31T03:25:45.139696+00:00,2025-07-31T03:28:45.139696+00:00,2025-07-31T07:14:45.139696+00:00,47.50828478150435,-122.39669785241004,POINT(-122.396698 47.508285),c22yqb97,7514 Lisa Crescent,,Port Anne,CA,73142,0,0,203287.9,False,"{""report_channel"":""sensor"",""triage_level"":""CRITICAL"",""dispatch_console"":""SHJI"",""primary_station"":""STA-038""}"
INC-20251005-000041,EXT-62266,Utility structure fire,Dispatch for reported electrical fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_ELECTRICAL,SEVERE,RESOLVED,FIRE_ALARM,SNOW,STA-039,2025-10-05T08:18:13.139696+00:00,2025-10-05T08:25:13.139696+00:00,2025-10-05T08:29:13.139696+00:00,2025-10-05T08:46:13.139696+00:00,2025-10-05T09:34:13.139696+00:00,47.62267427235616,-122.28015864089642,POINT(-122.280159 47.622674),c23ncmqq,937 Price Squares,,Lake Robert,DE,98236,3,1,298893.7,False,"{""report_channel"":""call"",""triage_level"":""SEVERE"",""dispatch_console"":""KNQD"",""primary_station"":""STA-039""}"
INC-20250822-000042,EXT-18255,Vegetation fire spread,"Call received for wildland fire with smoke visible. Crews arrived to find well-involved fire. Ladder operations established for roof ventilation. Fire extinguished, no civilian injuries.",FIRE_WILDLAND,LOW,RESOLVED,BUSINESS_OWNER,CLEAR,STA-050,2025-08-22T14:13:16.139696+00:00,2025-08-22T14:21:16.139696+00:00,2025-08-22T14:26:16.139696+00:00,2025-08-22T14:41:16.139696+00:00,2025-08-22T15:28:16.139696+00:00,47.67168322045797,-122.16848115419505,POINT(-122.168481 47.671683),c23p5yre,1478 Harper Ridge,,Bishopmouth,IN,70494,0,0,0.0,False,"{""report_channel"":""sensor"",""triage_level"":""LOW"",""dispatch_console"":""ESRGQ"",""primary_station"":""STA-050""}"
INC-20250726-000043,EXT-49912,Grassland fire response,Response to wildland fire alarm activation. Investigation revealed active fire in property owner. Aggressive interior attack mounted. Fire brought under control within basement minutes.,FIRE_WILDLAND,HIGH,RESOLVED,BUSINESS_OWNER,SNOW,STA-030,2025-07-26T21:00:26.139696+00:00,2025-07-26T21:04:26.139696+00:00,2025-07-26T21:08:26.139696+00:00,2025-07-26T21:26:26.139696+00:00,2025-07-26T22:25:26.139696+00:00,47.59153683657265,-122.06662579324136,POINT(-122.066626 47.591537),c23nwrcb,34125 William Manor Apt. 966,,South Andrea,MS,25484,2,1,353925.96,False,"{""report_channel"":""sensor"",""triage_level"":""HIGH"",""dispatch_console"":""ZBVW"",""primary_station"":""STA-030""}"
INC-20221110-000044,EXT-28274,Multi-unit dwelling fire,Units dispatched to reported structure fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_STRUCTURE,SEVERE,RESOLVED,FIRE_ALARM,RAIN,STA-014,2022-11-10T10:32:24.139696+00:00,2022-11-10T10:34:24.139696+00:00,2022-11-10T10:34:24.139696+00:00,2022-11-10T10:44:24.139696+00:00,2022-11-10T11:56:24.139696+00:00,47.684199274966545,-122.42790166938994,POINT(-122.427902 47.684199),c22zq0ds,57905 Todd Fields,,Gregoryview,AZ,14709,0,0,238839.93,False,"{""report_channel"":""sensor"",""triage_level"":""SEVERE"",""dispatch_console"":""YAZJV"",""primary_station"":""STA-014""}"
INC-20250705-000045,EXT-77219,Manufacturing plant fire,Response to industrial fire alarm activation. Investigation revealed active fire in automatic fire alarm. Aggressive interior attack mounted. Fire brought under control within kitchen area minutes.,FIRE_INDUSTRIAL,CRITICAL,RESOLVED,FIRE_ALARM,SNOW,STA-006,2025-07-05T14:03:19.139696+00:00,2025-07-05T14:09:19.139696+00:00,2025-07-05T14:15:19.139696+00:00,2025-07-05T14:23:19.139696+00:00,2025-07-05T14:42:19.139696+00:00,47.65429916248974,-122.28276566191492,POINT(-122.282766 47.654299),c23p17hq,40438 Jackson Mount,,East Donna,OH,22144,0,0,58113.84,False,"{""report_channel"":""call"",""triage_level"":""CRITICAL"",""dispatch_console"":""MNCFFO"",""primary_station"":""STA-006""}"
INC-20251011-000046,EXT-96292,Manufacturing plant fire,Response to industrial fire alarm activation. Investigation revealed active fire in automatic fire alarm. Aggressive interior attack mounted. Fire brought under control within upper level minutes.,FIRE_INDUSTRIAL,HIGH,RESOLVED,FIRE_ALARM,CLEAR,STA-041,2025-10-11T05:50:07.139696+00:00,2025-10-11T06:00:07.139696+00:00,2025-10-11T06:00:07.139696+00:00,2025-10-11T06:08:07.139696+00:00,2025-10-11T06:53:07.139696+00:00,47.74218790318562,-122.53911225271116,POINT(-122.539112 47.742188),c22zee1w,09584 Mario Squares,,Nicholasberg,TX,62664,0,0,137162.19,False,"{""report_channel"":""sensor"",""triage_level"":""HIGH"",""dispatch_console"":""PNSZJ"",""primary_station"":""STA-041""}"
INC-20230621-000047,EXT-66711,Utility structure fire,"Call received for electrical fire with smoke visible. Crews arrived to find well-involved fire. Ladder operations established for roof ventilation. Fire extinguished, no civilian injuries.",FIRE_ELECTRICAL,CRITICAL,RESOLVED,BUSINESS_OWNER,RAIN,STA-019,2023-06-21T14:51:07.139696+00:00,2023-06-21T14:58:07.139696+00:00,2023-06-21T15:03:07.139696+00:00,2023-06-21T15:17:07.139696+00:00,2023-06-21T17:13:07.139696+00:00,47.66947741915364,-122.45527138735339,POINT(-122.455271 47.669477),c22zjmyy,457 Murphy Alley Apt. 751,,Elizabethfurt,VA,22133,0,0,394748.49,False,"{""report_channel"":""sensor"",""triage_level"":""CRITICAL"",""dispatch_console"":""UYQZQO"",""primary_station"":""STA-019""}"
INC-20250824-000048,EXT-50017,Residential structure fire,Units dispatched to reported structure fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_STRUCTURE,MODERATE,RESOLVED,BUSINESS_OWNER,CLEAR,STA-009,2025-08-24T09:12:33.139696+00:00,2025-08-24T09:12:33.139696+00:00,2025-08-24T09:15:33.139696+00:00,2025-08-24T09:26:33.139696+00:00,2025-08-24T13:05:33.139696+00:00,47.51504400223748,-122.19854569368961,POINT(-122.198546 47.515044),c23n73ce,27706 Wendy Curve,,Barreraburgh,MS,00783,0,0,27517.01,False,"{""report_channel"":""sensor"",""triage_level"":""MODERATE"",""dispatch_console"":""PTTESE"",""primary_station"":""STA-009""}"
INC-20250814-000049,EXT-37129,Chemical storage fire,Dispatch for reported industrial fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_INDUSTRIAL,HIGH,RESOLVED,FIRE_ALARM,SNOW,STA-001,2025-08-14T04:59:14.139696+00:00,2025-08-14T05:07:14.139696+00:00,2025-08-14T05:10:14.139696+00:00,2025-08-14T05:20:14.139696+00:00,2025-08-14T06:33:14.139696+00:00,47.7433743439825,-122.31011463969287,POINT(-122.310115 47.743374),c23p8g2m,700 Montoya Wall,,New Carolyn,OH,26563,0,0,60858.1,False,"{""report_channel"":""mobile"",""triage_level"":""HIGH"",""dispatch_console"":""KYLEP"",""primary_station"":""STA-001""}"
INC-20250914-000050,EXT-27532,Commercial vehicle fire,"Call received for vehicle fire with smoke visible. Crews arrived to find well-involved fire. Ladder operations established for roof ventilation. Fire extinguished, no civilian injuries.",FIRE_VEHICLE,HIGH,RESOLVED,911,HEAT,STA-037,2025-09-14T15:12:48.139696+00:00,2025-09-14T15:22:48.139696+00:00,2025-09-14T15:26:48.139696+00:00,2025-09-14T15:36:48.139696+00:00,2025-09-14T17:31:48.139696+00:00,47.46978809369101,-122.22633794785557,POINT(-122.226338 47.469788),c23n49t7,731 Donald Crossing Suite 565,,Matthewsberg,FM,54880,0,0,250332.29,False,"{""report_channel"":""call"",""triage_level"":""HIGH"",""dispatch_console"":""MHMF"",""primary_station"":""STA-037""}"
INC-20251012-000051,EXT-79180,Forest fire perimeter control,Dispatch for reported wildland fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_WILDLAND,LOW,RESOLVED,FIELD_REPORT,WIND,STA-009,2025-10-12T04:03:11.139696+00:00,2025-10-12T04:08:11.139696+00:00,2025-10-12T04:08:11.139696+00:00,2025-10-12T04:28:11.139696+00:00,2025-10-12T07:43:11.139696+00:00,47.53022266458696,-122.18686078526797,POINT(-122.186861 47.530223),c23n7sd5,2696 Payne Extensions Suite 109,,Barreraburgh,MS,00783,0,0,0.0,False,"{""report_channel"":""mobile"",""triage_level"":""LOW"",""dispatch_console"":""ALVX"",""primary_station"":""STA-009""}"
INC-20250111-000052,EXT-68486,Commercial vehicle fire,"Initial report of vehicle fire from property owner source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_VEHICLE,HIGH,CANCELLED,BUSINESS_OWNER,WIND,STA-026,2025-01-11T03:27:13.139696+00:00,2025-01-11T03:35:13.139696+00:00,2025-01-11T03:40:13.139696+00:00,2025-01-11T03:54:13.139696+00:00,2025-01-11T05:22:13.139696+00:00,47.57024566752731,-122.35971554820462,POINT(-122.359716 47.570246),c22yxeuk,618 Joshua Inlet Apt. 832,,East Johnside,CA,21018,2,1,382006.34,False,"{""report_channel"":""mobile"",""triage_level"":""HIGH"",""dispatch_console"":""QENHHQ"",""primary_station"":""STA-026""}"
INC-20250814-000053,EXT-14917,Multi-unit dwelling fire,Units dispatched to reported structure fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_STRUCTURE,LOW,RESOLVED,SECURITY,CLEAR,STA-011,2025-08-14T02:39:01.139696+00:00,2025-08-14T02:41:01.139696+00:00,2025-08-14T02:45:01.139696+00:00,2025-08-14T02:49:01.139696+00:00,2025-08-14T05:13:01.139696+00:00,47.599050286237905,-122.39065380588463,POINT(-122.390654 47.599050),c22yycju,507 Michael Glens Apt. 913,,West Justin,NV,71701,0,0,0.0,False,"{""report_channel"":""mobile"",""triage_level"":""LOW"",""dispatch_console"":""ACSMYT"",""primary_station"":""STA-011""}"
INC-20250317-000054,EXT-54195,Vehicle fire on roadway,Units dispatched to reported vehicle fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_VEHICLE,CRITICAL,RESOLVED,NEIGHBOR_REPORT,HEAT,STA-007,2025-03-17T07:31:28.139696+00:00,2025-03-17T07:35:28.139696+00:00,2025-03-17T07:41:28.139696+00:00,2025-03-17T07:56:28.139696+00:00,2025-03-17T08:26:28.139696+00:00,47.69210714887962,-122.41834529109194,POINT(-122.418345 47.692107),c22zq61d,023 Stephanie Cliff,,East Carloston,VI,43810,0,0,343600.6,False,"{""report_channel"":""sensor"",""triage_level"":""CRITICAL"",""dispatch_console"":""TOQEX"",""primary_station"":""STA-007""}"
INC-20250816-000055,EXT-53494,Multi-unit dwelling fire,Dispatch for reported structure fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_STRUCTURE,LOW,RESOLVED,SECURITY,SNOW,STA-022,2025-08-16T18:52:48.139696+00:00,2025-08-16T18:55:48.139696+00:00,2025-08-16T18:56:48.139696+00:00,2025-08-16T19:14:48.139696+00:00,2025-08-16T20:33:48.139696+00:00,47.6702934556487,-122.53156755382764,POINT(-122.531568 47.670293),c22z5wp5,5973 Edward Lodge,,Grahamshire,KY,42746,1,0,0.0,False,"{""report_channel"":""mobile"",""triage_level"":""LOW"",""dispatch_console"":""MSRT"",""primary_station"":""STA-022""}"
INC-20250911-000056,EXT-50641,Forest fire perimeter control,Response to wildland fire alarm activation. Investigation revealed active fire in property owner. Aggressive interior attack mounted. Fire brought under control within first floor minutes.,FIRE_WILDLAND,HIGH,RESOLVED,BUSINESS_OWNER,WIND,STA-022,2025-09-11T19:21:02.139696+00:00,2025-09-11T19:31:02.139696+00:00,2025-09-11T19:33:02.139696+00:00,2025-09-11T19:50:02.139696+00:00,2025-09-11T22:05:02.139696+00:00,47.64473951779621,-122.52951918631722,POINT(-122.529519 47.644740),c22z5c2w,367 Teresa Divide,,Grahamshire,KY,42746,0,0,193135.99,False,"{""report_channel"":""call"",""triage_level"":""HIGH"",""dispatch_console"":""OCMRVU"",""primary_station"":""STA-022""}"
INC-20251019-000057,EXT-82619,Utility structure fire,"Initial report of electrical fire from neighbor report source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_ELECTRICAL,HIGH,ON_SCENE,NEIGHBOR_REPORT,CLEAR,STA-028,2025-10-19T17:09:59.139696+00:00,2025-10-19T17:14:59.139696+00:00,2025-10-19T17:18:59.139696+00:00,2025-10-19T17:23:59.139696+00:00,,47.64261415923272,-122.53516137684296,POINT(-122.535161 47.642614),c22z59hd,2344 Howe Lock,,Stonemouth,PW,36959,0,0,390688.71,True,"{""report_channel"":""call"",""triage_level"":""HIGH"",""dispatch_console"":""RQXMXH"",""primary_station"":""STA-028""}"
INC-20251009-000058,EXT-74112,Utility structure fire,"Initial report of electrical fire from field observation source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_ELECTRICAL,CRITICAL,RESOLVED,FIELD_REPORT,WIND,STA-047,2025-10-09T15:29:47.139696+00:00,2025-10-09T15:33:47.139696+00:00,2025-10-09T15:33:47.139696+00:00,2025-10-09T15:48:47.139696+00:00,2025-10-09T17:23:47.139696+00:00,47.59139308181798,-122.3471407953227,POINT(-122.347141 47.591393),c22yxztx,903 Hernandez Station Apt. 568,,Marieland,SD,12336,0,0,327263.24,False,"{""report_channel"":""mobile"",""triage_level"":""CRITICAL"",""dispatch_console"":""JNZB"",""primary_station"":""STA-047""}"
INC-20250711-000059,EXT-67883,Apartment building fire,"Call received for structure fire with smoke visible. Crews arrived to find well-involved fire. Ladder operations established for roof ventilation. Fire extinguished, no civilian injuries.",FIRE_STRUCTURE,CRITICAL,RESOLVED,SECURITY,WIND,STA-013,2025-07-11T03:37:20.139696+00:00,2025-07-11T03:40:20.139696+00:00,2025-07-11T03:43:20.139696+00:00,2025-07-11T03:55:20.139696+00:00,2025-07-11T07:37:20.139696+00:00,47.4889562821301,-122.52406636374465,POINT(-122.524066 47.488956),c22y5vhe,1210 Maria Forges,,Johnsonmouth,WY,54465,0,0,331038.17,False,"{""report_channel"":""sensor"",""triage_level"":""CRITICAL"",""dispatch_console"":""KUJW"",""primary_station"":""STA-013""}"
INC-20250531-000060,EXT-19941,Utility structure fire,Dispatch for reported electrical fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_ELECTRICAL,SEVERE,RESOLVED,BUSINESS_OWNER,HEAT,STA-026,2025-05-31T20:02:43.139696+00:00,2025-05-31T20:03:43.139696+00:00,2025-05-31T20:05:43.139696+00:00,2025-05-31T20:15:43.139696+00:00,2025-05-31T22:35:43.139696+00:00,47.58258876565963,-122.30667821394384,POINT(-122.306678 47.582589),c23n8y4u,37215 Brad Mountain,,East Johnside,CA,21018,0,0,387309.41,False,"{""report_channel"":""call"",""triage_level"":""SEVERE"",""dispatch_console"":""IDQU"",""primary_station"":""STA-026""}"
INC-20250724-000061,EXT-20999,Apartment building fire,"Initial report of structure fire from security system source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_STRUCTURE,MODERATE,RESOLVED,SECURITY,RAIN,STA-047,2025-07-24T16:14:21.139696+00:00,2025-07-24T16:14:21.139696+00:00,2025-07-24T16:20:21.139696+00:00,2025-07-24T16:33:21.139696+00:00,2025-07-24T19:28:21.139696+00:00,47.59854287548585,-122.30140269895368,POINT(-122.301403 47.598543),c23nbcnc,476 Brown Harbors,,Marieland,SD,12336,0,0,21892.1,False,"{""report_channel"":""mobile"",""triage_level"":""MODERATE"",""dispatch_console"":""HKUBG"",""primary_station"":""STA-047""}"
INC-20250824-000062,EXT-52239,Power line fire hazard,Response to electrical fire alarm activation. Investigation revealed active fire in security system. Aggressive interior attack mounted. Fire brought under control within kitchen area minutes.,FIRE_ELECTRICAL,LOW,RESOLVED,SECURITY,RAIN,STA-040,2025-08-24T21:57:07.139696+00:00,2025-08-24T21:59:07.139696+00:00,2025-08-24T22:05:07.139696+00:00,2025-08-24T22:17:07.139696+00:00,2025-08-25T01:04:07.139696+00:00,47.69793224001541,-122.32121517217459,POINT(-122.321215 47.697932),c23p2e0k,590 Meza Port Apt. 937,,Charleneland,DC,36547,0,0,0.0,False,"{""report_channel"":""mobile"",""triage_level"":""LOW"",""dispatch_console"":""QZEMLB"",""primary_station"":""STA-040""}"
